ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
145870,"Nontransparent Monument (Stele 6)",8073,2006,"One from a series of five ink rubbings","composition (irreg.): 83 1/4 × 46 5/8" (211.5 × 118.5 cm); sheet (irreg.): 88 7/8 × 51 3/16" (225.7 × 130 cm)",Print,"Drawings & Prints",2007-11-12,https://www.moma.org/collection/works/145870,https://www.moma.org/media/W1siZiIsIjIxMzgzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a71d9419585609bb,"MoMA, Floor 2, 214"
145871,"Nontransparent Monument (Stele 7)",8073,2006,"One from a series of five ink rubbings","composition (irreg.): 67 5/16 x 48 13/16" (171 x 124 cm); sheet (irreg.): 76 3/8 x 51 3/16" (194 x 130 cm)",Print,"Drawings & Prints",2007-11-12,https://www.moma.org/collection/works/145871,https://www.moma.org/media/W1siZiIsIjIxMzgzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9f3168b1861f59ce,"MoMA, Floor 2, 214"
146845,"Vibrational Structure from a Circle, Series B",39621,1951,"Oil on canvas","31 1/2 x 11 13/16" (80 x 30 cm)",Painting,"Painting & Sculpture",2011-05-12,https://www.moma.org/collection/works/146845,https://www.moma.org/media/W1siZiIsIjQ2MjY1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb9e3b1c8c10b5e7,"MoMA, Floor 5, 507"
146951,"A Second of Time",36991,1978,"Spiral-bound notebook with marker, crayon, pencil, colored pencil, paint, correction fluid, cut-and-pasted paper, and tape, containing photocopy, typewriting on paper, and ink on card","12 3/8 × 10 × 1 1/2" (31.4 × 25.4 × 3.8 cm)","Illustrated Book","Drawings & Prints",2011-05-12,https://www.moma.org/collection/works/146951,https://www.moma.org/media/W1siZiIsIjU1ODQ0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=99705918c8c7b674,"MoMA, Floor 3, 3 East"
147070,"Antwerp-Brussels (People and Time)","35162, 41483",1969,"Gelatin silver prints","Each 11 11/16 × 9 5/16" (29.7 × 23.6 cm)",Photograph,Photography,2011-05-18,https://www.moma.org/collection/works/147070,https://www.moma.org/media/W1siZiIsIjI0MDIxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d53cfae008cab77,"MoMA, Floor 4, 419"
147308,"Roberta's Construction Chart #2",39696,1976,"Chromogenic print, printed 2003","22 15/16 × 29 5/8" (58.3 × 75.3 cm)",Photograph,Photography,2011-10-03,https://www.moma.org/collection/works/147308,https://www.moma.org/media/W1siZiIsIjIzMTk5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=37ae17f619c07aea,"MoMA, Floor 3, 3 East"
147941,"Theatrical Composition",1784,"c. 1925","Oil on canvas","58 5/8 x 42 7/8" (149 x 108.9 cm)",Painting,"Painting & Sculpture",1991-01-07,https://www.moma.org/collection/works/147941,https://www.moma.org/media/W1siZiIsIjE3OTU0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=39d65d9e0ea4b773,"MoMA, Floor 5, 513"
148675,Dial-A-Poem,2171,1968/2012,"Digital recordings of 200 poems by 79 poets, four modified telephones","Dimensions variable",Installation,"Media and Performance",2018-11-07,NULL,NULL,"MoMA, Floor 4, 414"
150061,"Geopark, Stavanger, Norway (Scale model, 1:200)","40431, 40432",2009,"Plexiglass, metal, sand, plastic and card","1 3/8 × 25 1/4 × 15 1/8" (3.5 × 64.1 × 38.4 cm)
.a (left side): 1 3/8 × 15 1/8 × 15 1/8" (3.5 × 38.4 × 38.4 cm)
.b (right side): 1 3/8 × 15 1/8 × 15 1/8" (3.5 × 38.4 × 38.4 cm)",Architecture,"Architecture & Design",2011-09-20,https://www.moma.org/collection/works/150061,https://www.moma.org/media/W1siZiIsIjU4NTkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=689fef19340d13c7,"MoMA, Floor 2, 216"
150077,"Geopark, Stavanger, Norway (Plan sketch)","40432, 40431",2007,"Ink and pencil on paper","11 13/16 x 7 7/8" (30 x 20 cm)",Architecture,"Architecture & Design",2011-09-20,https://www.moma.org/collection/works/150077,https://www.moma.org/media/W1siZiIsIjIzMzUyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2ef8e2e57f80d200,"MoMA, Floor 2, 216"
150143,"Shooting Painting American Embassy",1444,1961,"Paint, plaster, wood, plastic bags, shoe, twine, metal seat, axe, metal can, toy gun, wire mesh, shot pellets, and other objects on wood","96 3/8 x 25 7/8 x 8 5/8" (244.8 x 65.7 x 21.9 cm)",Sculpture,"Painting & Sculpture",2011-09-27,https://www.moma.org/collection/works/150143,https://www.moma.org/media/W1siZiIsIjQ0OTI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b9e41e5d2709bba8,"MoMA, Floor 4, 408"
151035,"R.S.V.P. I",40531,1977/2003,"Pantyhose and sand, 10 pieces","Overall dimensions variable",Installation,"Painting & Sculpture",2011-09-27,https://www.moma.org/collection/works/151035,https://www.moma.org/media/W1siZiIsIjIzNTAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41870757f51597d0,"MoMA, Floor 3, 3 East"
151314,"Faces: Men and Women, #11, "Mary Ann Aloojian"",40564,1978,"Gelatin silver print and ink on three sheets of paper","sheet (each): 23 x 19" (58.4 x 48.3 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151314,https://www.moma.org/media/W1siZiIsIjMyODE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6d3b5e349af1b858,"MoMA, Floor 3, 3 East"
151482,"Daar is geen Indiane in Suide Afrika",7521,1976,"Ink on paper","14 5/8 x 9 3/4" (37.1 x 24.8 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151482,https://www.moma.org/media/W1siZiIsIjIzNDE0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46031e9b2fa40cc3,"MoMA, Floor 4, 420"
151484,Untitled,7521,1976,"Ink on paper","14 3/4 x 9 3/4" (37.5 x 24.8 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151484,https://www.moma.org/media/W1siZiIsIjIzNDE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d31dcbf8dba7163,"MoMA, Floor 4, 420"
151487,Untitled,7521,"c. 1976","Ink on paper","14 5/8 x 9 5/8" (37.1 x 24.4 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151487,https://www.moma.org/media/W1siZiIsIjIzNDE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1a4f7d98b934b1fe,"MoMA, Floor 4, 420"
151488,Untitled,7521,"c. 1976","Ink on paper","14 1/2 x 9 3/4" (36.8 x 24.8 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151488,https://www.moma.org/media/W1siZiIsIjIzNDE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98e973d1d1a5a6ff,"MoMA, Floor 4, 420"
151489,Untitled,7521,"c. 1976","Ink on paper","14 3/4 x 9 7/8" (37.5 x 25.1 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151489,https://www.moma.org/media/W1siZiIsIjIzNDE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=acba31d8e46c1b46,"MoMA, Floor 4, 420"
151490,Ekke?,7521,1976,"Ink and gouache on paper","14 3/4 x 10" (37.5 x 25.4 cm)",Drawing,"Drawings & Prints",2011-09-26,https://www.moma.org/collection/works/151490,https://www.moma.org/media/W1siZiIsIjIzNDE0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fb10a01c2172688d,"MoMA, Floor 4, 420"
152620,"Rot-gelb-schwarzes Doppelellipsoid 'Zwilling' (Red-Yellow-Black Double Ellipsoid "Twin")",28632,1982,"Lacquer on wood, two parts","4 5/16 x 5 1/2 x 237" (11 x 14 x 602 cm) and 5 1/8 x 8 1/16 x 259 13/16" (13 x 20.5 x 660 cm)",Sculpture,"Painting & Sculpture",2014-02-04,https://www.moma.org/collection/works/152620,https://www.moma.org/media/W1siZiIsIjIyNTM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32b13aac40cca83b,"MoMA, Floor 2, 203"
156383,Uphe,28538,2011,"Acrylic and oil on canvas","19 x 15" (48.1 x 38.1 cm)",Painting,"Painting & Sculpture",2012-02-15,https://www.moma.org/collection/works/156383,https://www.moma.org/media/W1siZiIsIjQyMzIwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=40b189959a658b23,"MoMA, Floor 2, 203"
156681,Work,38991,1959,"Synthetic resin paint on canvas","72 x 58" (182.9 x 147.3 cm)",Painting,"Painting & Sculpture",2012-02-15,https://www.moma.org/collection/works/156681,https://www.moma.org/media/W1siZiIsIjI1MTIwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=788ffe249e6bfd8a,"MoMA, Floor 4, 405"
156816,"At Jennie Richee At shore of Aronburg Run River... (recto); Untitled (Girl swinging on vine) (verso)",28600,n.d.,"Watercolor, carbon paper transfer, pencil, ink and cut-and-pasted printed papers on paper (recto); Watercolor, carbon paper transfer, and pencil on paper (verso)","24 x 108" (61 x 274.3 cm)",Drawing,"Drawings & Prints",2012-02-14,https://www.moma.org/collection/works/156816,https://www.moma.org/media/W1siZiIsIjM5Njg4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1cc9268abb961bf0,"MoMA, Floor 4, 412"
157565,"Ziggurat from [2,3]",39961,2011,"One from a boxed set of six die-cut folios","overall (open): 20 1/4 x 32 5/16 x 9 7/16" (51.5 x 82 x 24 cm); overall (closed): 20 1/4 x 16 1/8 x 9/16" (51.5 x 41 x 1.5 cm)","Illustrated Book","Drawings & Prints",2012-02-07,https://www.moma.org/collection/works/157565,https://www.moma.org/media/W1siZiIsIjI0NDYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=33bb78ae6e084b8a,"MoMA, Floor 2, 203"
158541,"Untitled (Self with Little Fur), Untitled (Self with Pelts)",30952,1974,"Chromogenic print","7 × 5 1/16" (17.8 × 12.8 cm)",Photograph,Photography,2012-05-09,https://www.moma.org/collection/works/158541,https://www.moma.org/media/W1siZiIsIjI1MTIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4eff1981b91fa7ca,"MoMA, Floor 3, 3 East"
158543,Untitled,30952,1988-89,Cyanotype,"7 1/2 × 5 3/8" (19.1 × 13.7 cm)",Photograph,Photography,2012-05-09,https://www.moma.org/collection/works/158543,https://www.moma.org/media/W1siZiIsIjI1MTIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=38f67416457f2493,"MoMA, Floor 3, 3 East"
158546,Untitled,30952,1988-89,Cyanotype,"7 1/2 × 5 3/8" (19.1 × 13.7 cm)",Photograph,Photography,2012-05-09,https://www.moma.org/collection/works/158546,https://www.moma.org/media/W1siZiIsIjI1MTQ2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=101f0aab53639de0,"MoMA, Floor 3, 3 East"
159620,"Visual Text: Finger Poem",7816,1968,"Standard-definition video (black and white, silent)","1:20 min.",Video,"Media and Performance",2012-02-16,https://www.moma.org/collection/works/159620,NULL,"MoMA, Floor 4, 419"
159723,Syntagma,7816,1983,"16mm film transferred to video (color, sound)","30:39 min.",Video,"Media and Performance",2012-02-16,NULL,NULL,"MoMA, Floor 4, 417"
159919,Krieger,5281,2012,Wood,"9' 11 1/4" x 49 1/2" x 45 1/8" (302.9 x 125.7 x 114.6 cm) and 9' 9" 1/2 x 49 1/2" x 45 1/8" (298.5 x 125.7 x 114.6 cm)",Sculpture,"Painting & Sculpture",2012-06-04,https://www.moma.org/collection/works/159919,https://www.moma.org/media/W1siZiIsIjI0NzEzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9c91965c0ba6e855,"MoMA, Floor 6"
159965,"Bootjack (Stiefelknecht)",30952,1976,"Colored pencil, pencil, and gouache on paper","20 3/4 × 15 1/2" (52.7 × 39.4 cm)",Drawing,"Drawings & Prints",2013-05-23,https://www.moma.org/collection/works/159965,https://www.moma.org/media/W1siZiIsIjI4OTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=00e6c86dcc091bd5,"MoMA, Floor 3, 3 East"
159966,"Support (Stütze)",30952,1976,"Colored pencil, pencil, and gouache on paper","24 3/4 × 17 3/4" (62.9 × 45.1 cm)",Drawing,"Drawings & Prints",2013-05-23,https://www.moma.org/collection/works/159966,https://www.moma.org/media/W1siZiIsIjI4OTI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f1dc9e33fb041002,"MoMA, Floor 3, 3 East"
160132,Untitled,3758,1962,"Charcoal and pencil on paper","14 3/8 x 17" (36.5 x 43.2 cm)",Drawing,"Drawings & Prints",2012-06-04,https://www.moma.org/collection/works/160132,https://www.moma.org/media/W1siZiIsIjI1NDQ3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=878356a2dd130138,"MoMA, Floor 4, 407"
160207,Untitled,534,1957,"Oil on canvas with wood frame","9 7/8 x 14 1/4" (25.1 x 36.2 cm)",Painting,"Painting & Sculpture",2012-06-04,https://www.moma.org/collection/works/160207,https://www.moma.org/media/W1siZiIsIjI1NDQ3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b8d56bcddbd44b6e,"MoMA, Floor 3, 3 East"
161017,"Elegy for a New Conscript: Under the Shadow of a Rifle Stand",2471,1951,"Etching and aquatint","plate: 7 13/16 x 6 7/8" (19.9 x 17.5 cm); sheet: 14 13/16 x 12 13/16" (37.7 x 32.6 cm)",Print,"Drawings & Prints",2012-05-22,https://www.moma.org/collection/works/161017,https://www.moma.org/media/W1siZiIsIjI0NzQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c472a57f04c14c5c,"MoMA, Floor 5, 522"
161018,"Elegy for a New Conscript: Landscape",2471,1952,Etching,"plate: 6 x 8 1/4" (15.3 x 20.9 cm); sheet: 11 9/16 x 13 9/16" (29.4 x 34.4 cm)",Print,"Drawings & Prints",2012-05-22,https://www.moma.org/collection/works/161018,https://www.moma.org/media/W1siZiIsIjI0NzQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b307634f0aad7706,"MoMA, Floor 5, 522"
161019,Landscape,2471,1953,Etching,"plate: 14 1/4 x 11 3/4" (36.2 x 29.8 cm); sheet: 20 13/16 x 17 1/4" (52.9 x 43.8 cm)",Print,"Drawings & Prints",2012-05-22,https://www.moma.org/collection/works/161019,https://www.moma.org/media/W1siZiIsIjI0NzQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=af3bc6688a56f6a0,"MoMA, Floor 5, 522"
161020,Landscape,2471,1954,"Etching and aquatint","plate: 9 3/4 x 14 3/16" (24.8 x 36.1 cm); sheet: 15 9/16 x 20 3/8" (39.6 x 51.8 cm)",Print,"Drawings & Prints",2012-05-22,https://www.moma.org/collection/works/161020,https://www.moma.org/media/W1siZiIsIjI0NzQ0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=781032f9b70abf57,"MoMA, Floor 5, 522"
161021,"Execution Ground (A)",2471,1954,"Etching and aquatint","plate: 9 3/4 x 7 1/2" (24.8 x 19 cm); sheet: 16 5/8 x 12 5/8" (42.3 x 32 cm)",Print,"Drawings & Prints",2012-05-22,https://www.moma.org/collection/works/161021,https://www.moma.org/media/W1siZiIsIjI0NzQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa6afb0dc2354337,"MoMA, Floor 5, 522"
161772,"Davidson Little Farms Unit Project (Model)",6459,1932–1933,"Painted wood and particle board","7 3/4 × 70 × 54 3/4" (19.7 × 177.8 × 139.1 cm)","Frank Lloyd Wright Archive","Architecture & Design",2012-10-15,https://www.moma.org/collection/works/161772,https://www.moma.org/media/W1siZiIsIjMzNjk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3ed3a74c00dec92b,"MoMA, Floor 5, 519"
161773,"Broadacre City Project (Model in four sections)",6459,1934–1935,"Painted wood, cardboard, and paper","9" x 12'8" × 12' (22.9 × 388.6 × 365.8 cm)","Frank Lloyd Wright Archive","Architecture & Design",2012-10-15,https://www.moma.org/collection/works/161773,https://www.moma.org/media/W1siZiIsIjQwMjYwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82eebc8051af7d19,"MoMA, Floor 5, 519"
162353,"Text panel for Broadacre City Project",6459,1934-1935,"Painted plywood","48 x 78 1/4 x 5/8" (121.9 x 198.8 x 1.6 cm)","Frank Lloyd Wright Archive","Architecture & Design",2012-10-15,https://www.moma.org/collection/works/162353,https://www.moma.org/media/W1siZiIsIjM4NzM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d220ecd3edb46f5,"MoMA, Floor 5, 519"
162354,"Text panel for Broadacre City Project",6459,1934-1935,"Painted plywood","48 x 79 x 5/8" (121.9 x 200.7 x 1.6 cm)","Frank Lloyd Wright Archive","Architecture & Design",2012-10-15,https://www.moma.org/collection/works/162354,https://www.moma.org/media/W1siZiIsIjM4NzM0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d3d2c5a569b4bd28,"MoMA, Floor 5, 519"
163826,"Accumulation No. 1",3315,1962,"Sewn stuffed fabric, paint, and chair fringe","37 x 39 x 43" (94 x 99.1 x 109.2 cm)",Sculpture,"Painting & Sculpture",2012-09-28,https://www.moma.org/collection/works/163826,https://www.moma.org/media/W1siZiIsIjMwNDk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=149543e9e98b2816,"MoMA, Floor 4, 412"
164938,"Construction with Curved Forms",5907,1931,"Oil and nails on wood","19 1/2 x 16 1/8 x 1/2" (49.5 x 41 x 1.3 cm)",Sculpture,"Painting & Sculpture",2012-12-11,https://www.moma.org/collection/works/164938,https://www.moma.org/media/W1siZiIsIjI2Nzk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d39c65ec11677df,"MoMA, Floor 5, 512"
165011,Canyon,4823,1959,"Oil, pencil, paper, metal, photograph, fabric, wood, canvas, buttons, mirror, taxidermied eagle, cardboard, pillow, paint tube and other materials","81 3/4 x 70 x 24" (207.6 x 177.8 x 61 cm)",Painting,"Painting & Sculpture",2012-11-27,https://www.moma.org/collection/works/165011,https://www.moma.org/media/W1siZiIsIjI1NTc5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c4c6cafadbf8389f,"MoMA, Floor 4, 408"
165440,"A Portfolio of Models",38017,1974,"Six gelatin silver prints with text plus additional text panel, printed 2008","Each 20 × 14" (50.8 × 35.6 cm)",Photograph,Photography,2013-02-13,https://www.moma.org/collection/works/165440,https://www.moma.org/media/W1siZiIsIjMwMjY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=34f69b5e1ee78c18,"MoMA, Floor 4, 419"
165801,"Sigis Erben (Agate Psychics)",38908,2012,"Antique-style glass with luster, enamel, and stained black pigments, float glass, agates, and powder-coated steel","Overall dimensions variable
",Installation,"Painting & Sculpture",2012-12-11,https://www.moma.org/collection/works/165801,https://www.moma.org/media/W1siZiIsIjMxODIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d8afc44380c119a1,"MoMA, Floor 2, 215"
166044,"Deodorized Central Mass with Satellites",3045,1991/1999,"Plush toys sewn over wood and wire frames with styrofoam packing material, nylon rope, pulleys, steel hardware and hanging plates, fiberglass, car paint, and disinfectant","Overall dimensions variable",Installation,"Painting & Sculpture",2013-02-06,https://www.moma.org/collection/works/166044,https://www.moma.org/media/W1siZiIsIjI3OTAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d7977dfb4d23401e,"MoMA, Floor 2, 207"
166133,Blatt,471,1969,"Dayglo pigment and poured latex","128 x 103" (325.1 x 261.6 cm)",Sculpture,"Painting & Sculpture",2013-02-06,https://www.moma.org/collection/works/166133,https://www.moma.org/media/W1siZiIsIjU2ODA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=baa5e19e1a8a16f8,"MoMA, Floor 3, 3 East"
166135,"Double Fountain, Mother and Child",471,2007,"Bronze, in two parts","80 x 72 1/2 x 54" (203.2 x 184.2 x 137.2 cm) and 44 x 60 1/2 x 36" (111.8 x 153.7 x 91.4 cm)",Sculpture,"Painting & Sculpture",2013-02-06,https://www.moma.org/collection/works/166135,https://www.moma.org/media/W1siZiIsIjU4NzE4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4426bd533a5d02ab,"MoMA, Floor 1, Sculpture Garden"
166963,"The Lifted X",1685,1965,Steel,"65 x 45 x 22" (165.1 x 114.3 x 55.9 cm)",Sculpture,"Painting & Sculpture",2013-02-06,https://www.moma.org/collection/works/166963,https://www.moma.org/media/W1siZiIsIjQyOTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=feefd931727f0368,"MoMA, Floor 4, 415"
167211,"Medea's Hypostases II",43150,1980,"Drawing with sewing machine on textile","35 7/16 x 23 5/8" (90 x 60 cm)",Painting,"Painting & Sculpture",2013-05-20,https://www.moma.org/collection/works/167211,https://www.moma.org/media/W1siZiIsIjI3NjQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a5f39cb5abf94b62,"MoMA, Floor 3, 3 East"
167212,"Medea's Hypostases III",43150,1980,"Drawing with sewing machine on textile","35 7/16 x 23 5/8" (90 x 60 cm)",Painting,"Painting & Sculpture",2013-05-20,https://www.moma.org/collection/works/167212,https://www.moma.org/media/W1siZiIsIjI3NjQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8a3dc53599199f71,"MoMA, Floor 3, 3 East"
167213,"Medea's Hypostases IV",43150,1980,"Drawing with sewing machine on textile","35 7/16 x 23 5/8" (90 x 60 cm)",Painting,"Painting & Sculpture",2013-05-20,https://www.moma.org/collection/works/167213,https://www.moma.org/media/W1siZiIsIjI3NjQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f7e2141aea62e35f,"MoMA, Floor 3, 3 East"
168066,"Re-visions #16",4872,1978,"Gelatin silver print","5 1/4 × 7 3/4" (13.3 × 19.7 cm)",Photograph,Photography,2013-05-09,https://www.moma.org/collection/works/168066,https://www.moma.org/media/W1siZiIsIjI3MTk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9a1f46a9fe75cc01,"MoMA, Floor 4, 419"
168958,"The Cuckoo Egg Cup Under Spilling Plastic Flowers",43480,1985,"Foil, wood, plastic wrap, cellophane, tape, staples, vinyl record, printed matter, plastic, plastic bottles, plastic flowers, plastic spoon, and other materials","39 x 12 x 12" (99.1 x 30.5 x 30.5 cm)",Sculpture,"Painting & Sculpture",2013-12-09,https://www.moma.org/collection/works/168958,https://www.moma.org/media/W1siZiIsIjI4NzA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=194627667b18a0a9,"MoMA, Floor 2, 202"
169939,Untitled,7391,1993–96,"Graphite on paper","62 1/2 × 59" (158.8 × 149.9 cm)",Drawing,"Drawings & Prints",2013-05-23,https://www.moma.org/collection/works/169939,https://www.moma.org/media/W1siZiIsIjI5Mjk5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=958d874a3e2aa92c,"MoMA, Floor 3, 3 East"
172349,"Moulin Rouge",561,1931,"Gelatin silver print","11 7/16 × 13 9/16" (29 × 34.5 cm)",Photograph,Photography,2013-10-24,https://www.moma.org/collection/works/172349,https://www.moma.org/media/W1siZiIsIjI4NDc2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d17f793bae3d6f4,"MoMA, Floor 5, 513"
