ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
3279,"Bud Vase",9682,"c. 1910","Painted glass","6 × 2 × 2" (15.2 × 5.1 × 5.1 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3279,https://www.moma.org/media/W1siZiIsIjIxMTA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9a263074322c30ce,"MoMA, Floor 5, 501"
3281,"Bud Vase",9682,"c. 1910","Painted glass","6 5/8 × 2 × 2" (16.8 × 5.1 × 5.1 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3281,https://www.moma.org/media/W1siZiIsIjIxMTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8badf08b3bf9bd3a,"MoMA, Floor 5, 501"
3283,"Bud Vase",9682,"c. 1910","Blown painted glass","6 1/4 × 1 7/8 × 1 7/8" (15.9 × 4.8 × 4.8 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3283,https://www.moma.org/media/W1siZiIsIjIxMTA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=63284f1d21d21b51,"MoMA, Floor 5, 501"
3285,"Bud Vase",9682,"c. 1910","Blown painted glass","6 1/4 × 2 1/8 × 2 1/8" (15.9 × 5.4 × 5.4 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3285,https://www.moma.org/media/W1siZiIsIjIxMTA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cd5c1a2d248498ea,"MoMA, Floor 5, 501"
3287,"Bud Vase",9682,"c. 1910","Blown painted glass","6 × 2 × 2" (15.2 × 5.1 × 5.1 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3287,https://www.moma.org/media/W1siZiIsIjIyOTI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=42e3bbf20bda5fa4,"MoMA, Floor 5, 501"
3289,"Bud Vase",9682,"c. 1910","Painted glass","5 1/4 × 2 × 2" (13.3 × 5.1 × 5.1 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3289,https://www.moma.org/media/W1siZiIsIjIyOTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b1c1150542b51640,"MoMA, Floor 5, 501"
3291,"Bud Vase",9682,"c. 1910","Painted glass","6 5/8 × 1 3/4 × 1 3/4" (16.8 × 4.4 × 4.4 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3291,https://www.moma.org/media/W1siZiIsIjIxMTA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3613f5363e68ece4,"MoMA, Floor 5, 501"
3293,"Bud Vase",9682,"c. 1910","Blown painted glass","6 3/8 × 2 × 2" (16.2 × 5.1 × 5.1 cm)",Design,"Architecture & Design",1977-06-01,https://www.moma.org/collection/works/3293,https://www.moma.org/media/W1siZiIsIjIxMTA3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=097194eaa5166df5,"MoMA, Floor 5, 501"
3429,"Crinkle Super Bag Vase K-2",3207,1974,"Glazed cast porcelain","9 7/8 x 7 1/4 x 3 7/16" (25.1 x 18.4 x 8.7 cm)",Design,"Architecture & Design",1982-10-27,https://www.moma.org/collection/works/3429,https://www.moma.org/media/W1siZiIsIjUyMTQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=850264ab9a249a8d,"MoMA, Floor 1, 1 South"
3431,"Sitzmaschine chair with adjustable back (model 670)",2694,"c. 1905","Bent beechwood with sycamore panels","43 1/2 x 28 1/4 x 32" (110.5 x 71.8 x 81.3 cm)
",Design,"Architecture & Design",1994-08-04,https://www.moma.org/collection/works/3431,https://www.moma.org/media/W1siZiIsIjIxMTE3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=29d70c5763c98fd1,"MoMA, Floor 5, 504"
3462,"Wine goblet",4749,"c. 1910","Flashed and cut glass","8 1/2 x 3 7/16" (21.6 x 8.8 cm)",Design,"Architecture & Design",1985-11-18,https://www.moma.org/collection/works/3462,https://www.moma.org/media/W1siZiIsIjIxMTE5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32fead6a5589c548,"MoMA, Floor 5, 504"
3477,"Zig-Zag Chair",4922,1934,"Oak and brass fittings","29 1/2 x 14 1/2 x 17 1/2" (75 x 36.8 x 44.5 cm), seat h. 16" (40.6 cm)",Design,"Architecture & Design",1988-11-22,https://www.moma.org/collection/works/3477,https://www.moma.org/media/W1siZiIsIjIyOTUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b2dbf1d68149c2e3,"MoMA, Floor 1, 1 South"
3598,"Coffee and Tea Box for the Dutch company Van Nelle",6971,1928–1930,"Printed tin","14 1/2 x 16 15/16 x 11 1/4" (36.8 x 43 x 28.6 cm)",Design,"Architecture & Design",1992-10-21,https://www.moma.org/collection/works/3598,https://www.moma.org/media/W1siZiIsIjIyOTY1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1712876c115a84c2,"MoMA, Floor 5, 511"
3753,Vase,2694,"c. 1905","Painted perforated metal","4 1/4 x 3 1/8 x 3 1/8" (10.8 x 8 x 8 cm)",Design,"Architecture & Design",1988-11-22,https://www.moma.org/collection/works/3753,https://www.moma.org/media/W1siZiIsIjUyNzEyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3e15f584000b3f46,"MoMA, Floor 5, 504"
3758,"Good Grips Peeler",10725,1989,"Stainless steel and rubber","7 × 1 3/8 × 1" (17.8 × 3.5 × 2.5 cm)",Design,"Architecture & Design",1994-09-21,https://www.moma.org/collection/works/3758,https://www.moma.org/media/W1siZiIsIjIxMTI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eaa3d14dc1eecd76,"MoMA, Floor 1, 1 South"
3872,Vase,4119,1902,Glass,"6 x 6 x 6" (15.2 x 15.2 x 15.2 cm)",Design,"Architecture & Design",1983-05-17,https://www.moma.org/collection/works/3872,https://www.moma.org/media/W1siZiIsIjIxMTQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=20ea4a3a14fd0437,"MoMA, Floor 5, 504"
3915,Scissors,5565,1980,"Epoxy-coated stainless steel and plastic","7 3/16 x 2 9/16" (18.2 x 6.5 cm)",Design,"Architecture & Design",1983-05-17,https://www.moma.org/collection/works/3915,https://www.moma.org/media/W1siZiIsIjIxMTQ1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ecd2d3f93b60160f,"MoMA, Floor 1, 1 South"
3985,Screen,2313,1922,"Lacquered wood and metal rods","74 1/2 x 53 1/2 x 3/4" (189.2 x 135.9 x 1.9 cm)",Design,"Architecture & Design",1978-09-27,https://www.moma.org/collection/works/3985,https://www.moma.org/media/W1siZiIsIjUyMDM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a317a8ebd8d00171,"MoMA, Floor 5, 513"
4017,"Bar Tools",5707,1969,"Stainless steel",".1 (fork): h. 8 1/4" (21 cm)
.2 (mixer): h. 8 1/4" (21 cm)
.3 (ice tongs): h. 8 1/4" (21 cm)
.4 (knife): h. 8 1/4" (21 cm)
.5 (can perforator): h. 6 1/4" (15.9 cm)
.6 (bottle opener): h. 6 1/4" (15.9 cm)",Design,"Architecture & Design",1970-11-05,https://www.moma.org/collection/works/4017,https://www.moma.org/media/W1siZiIsIjIxMTUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8217acae8abf8624,"MoMA, Floor 1, 1 South"
4023,Armchair,6210,1902,"Bent beechwood and aluminum","30 7/8 x 22 1/4 x 20 1/4" (78.5 x 56.5 x 51.5 cm), seat h. 18 5/8" (47.3 cm)",Design,"Architecture & Design",1978-09-27,https://www.moma.org/collection/works/4023,https://www.moma.org/media/W1siZiIsIjIyOTgzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=022d146ca9d75fd8,"MoMA, Floor 5, 504"
4026,Stool,6210,1904,"Bent beechwood, molded plywood, and aluminum","18 1/2 x 16 x 16" (47 x 40.6 x 40.6 cm)",Design,"Architecture & Design",1978-09-27,https://www.moma.org/collection/works/4026,https://www.moma.org/media/W1siZiIsIjUyMDM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4986e9ca0b6dc4c,"MoMA, Floor 5, 504"
4044,"Red Blue Chair",4922,1918–1923,"Painted wood","34 1/8 x 26 x 33" (86.7 x 66 x 83.8 cm), seat h. 13" (33 cm)",Design,"Architecture & Design",1953-11-04,https://www.moma.org/collection/works/4044,https://www.moma.org/media/W1siZiIsIjQwMjU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e7e6d212890598a1,"MoMA, Floor 1, 1 South"
4110,Goblet,4749,"c. 1905","Flashed and hand-painted cut glass","8 1/8 x 3 1/8" (20.6 x 7.9 cm)",Design,"Architecture & Design",1981-12-10,https://www.moma.org/collection/works/4110,https://www.moma.org/media/W1siZiIsIjIxMTY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1eb93e6bcce8e17e,"MoMA, Floor 5, 504"
4334,Flatware,2694,1905,"Silver-plate on nickel silver",".1 (large knife): l. 8 1/2" (21.6 cm) 
.2 (small knife): l. 7 1/4" (18.4 cm) 
.3 (butter knife): l. 7 1/4" (18.4 cm) 
.4 (soupspoon): l. 8 1/4" (21 cm) 
.5 (teaspoon): l. 5 5/8" (14.3 cm) 
.6 (coffee spoon): l. 4" (10.2 cm) 
.7 (large fork): l. 8 3/8" (21.3 cm) 
.8 (small fork): l. 7 1/4" (18.4 cm) 
.9 (serving fork): l. 10 1/2" (26.7 cm) 
.10 (serving spoon): l. 10" (25.4 cm)",Design,"Architecture & Design",1977-11-28,https://www.moma.org/collection/works/4334,https://www.moma.org/media/W1siZiIsIjUyMDM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=958e1cadfaada0fc,"MoMA, Floor 5, 504"
4339,"Adjustable Table",2313,"Designed 1927 (this example 1976)","Chrome-plated tubular steel, sheet steel, and glass","Dimensions range from a minimum height of 21 1/4" (54 cm) to max height of 36 1/2" (93 cm), diam. 20" (50.8 cm)",Design,"Architecture & Design",1977-11-28,https://www.moma.org/collection/works/4339,https://www.moma.org/media/W1siZiIsIjIyOTk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46b1f327991a5475,"MoMA, Floor 5, 513"
4369,"Barcelona Chair",7166,"Designed 1929 (this example 1953)","Stainless-steel bars and leather upholstery","31 x 29 3/8 x 30" (78.7 x 74.6 x 76.2 cm)",Design,"Architecture & Design",1954-01-12,https://www.moma.org/collection/works/4369,https://www.moma.org/media/W1siZiIsIjIxMTY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b705f616552d4bd2,"MoMA, Floor 1, 1 South"
4379,Vase,9682,"c. 1900","Painted glass","23 1/4 × 5 1/2 × 5 1/2" (59.1 × 14 × 14 cm)",Design,"Architecture & Design",1959-12-30,https://www.moma.org/collection/works/4379,https://www.moma.org/media/W1siZiIsIjU1NjIwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6789d16d8b920e79,"MoMA, Floor 5, 501"
4401,Armchair,159,1964,"Poured polyurethane","29 1/2 x 44 1/4 x 35 1/4" (74.9 x 112.4 x 89.5 cm)",Design,"Architecture & Design",1966-12-06,https://www.moma.org/collection/works/4401,https://www.moma.org/media/W1siZiIsIjIzMDUxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dd903634a7d1c612,"MoMA, Floor 4, 417"
4418,"Coat Hangers",7221,1974,Beechwood,".a (coat hanger): 8 11/16 x 16 1/8 x 1 3/16" (22 x 41 x 3 cm)
.b (support, wall button): 2 3/4 x 3 1/8" (7 x 7.9 cm)",Design,"Architecture & Design",1983-11-30,https://www.moma.org/collection/works/4418,https://www.moma.org/media/W1siZiIsIjIxMTg2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ba482d5768de797e,"MoMA, Floor 1, 1 South"
4443,"Salt and Pepper Shakers",6208,1952-53,"Stainless steel and glass","Each: 2 1/2 x 2" (6.3 x 5.1 cm)",Design,"Architecture & Design",1983-11-30,https://www.moma.org/collection/works/4443,https://www.moma.org/media/W1siZiIsIjIxMTg3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=300632c5609de936,"MoMA, Floor 1, 1 South"
4444,"Kryptonite 4 Bike Lock","6543, 7217",1976,"Vinyl-coated zinc and nickel-plated steel","Each: 10 5/8 x 7 1/2" (27 x 19.1 cm)",Design,"Architecture & Design",1983-11-30,https://www.moma.org/collection/works/4444,https://www.moma.org/media/W1siZiIsIjIxMTg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a9611fee4ae4ff92,"MoMA, Floor 1, 1 South"
4457,Candleholder,6356,"c. 1903-04","Hammered silver","7 5/8 x 6 3/8" (19.4 x 16.2 cm)",Design,"Architecture & Design",1941-12-01,https://www.moma.org/collection/works/4457,https://www.moma.org/media/W1siZiIsIjIzMDU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=727e58f4d60c737b,"MoMA, Floor 5, 504"
4597,"Chronotime Clock",3743,1968,"ABS polymer casing and metal parts","Each: 2 5/8 x 2 3/4" (6.7 x 7 cm)",Design,"Architecture & Design",1969-12-01,https://www.moma.org/collection/works/4597,https://www.moma.org/media/W1siZiIsIjIzMDAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2cd266d22ae269d4,"MoMA, Floor 1, 1 South"
4635,"Stacking Tumblers",3822,1967,Acrylic,"Each: 2 15/16 x 2 9/16" (7.5 x 6.5 cm)",Design,"Architecture & Design",1968-10-07,https://www.moma.org/collection/works/4635,https://www.moma.org/media/W1siZiIsIjUxOTU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=04c6bbe652c9cb5f,"MoMA, Floor 1, 1 South"
4729,"Lounge Chair",8435,1934,"Bent birch plywood with pigmented lacquer","29 5/8 x 23 1/2 x 35" (75.2 x 59.7 x 88.9 cm)",Design,"Architecture & Design",2000-12-11,https://www.moma.org/collection/works/4729,https://www.moma.org/media/W1siZiIsIjIzMDE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f50536dfb66d9f2e,"MoMA, Floor 1, 1 South"
5376,"Poster for the Kunstschau exhibition, Vienna",3585,1908,Lithograph,"14 3/8 x 19 1/2" (37.5 x 49.5 cm)",Design,"Architecture & Design",1988-04-27,https://www.moma.org/collection/works/5376,https://www.moma.org/media/W1siZiIsIjIxMDUwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3029e91170ae38c9,"MoMA, Floor 5, 504"
5684,"Poster for the First Secession Exhibition (censored version) (1. Kunstausstellung Secession)",3147,1898,Lithograph,"25 x 18 7/16" (63.5 x 46.9 cm)",Design,"Architecture & Design",1968-03-07,https://www.moma.org/collection/works/5684,https://www.moma.org/media/W1siZiIsIjE3MDI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c6ccaa5c234495fd,"MoMA, Floor 5, 504"
5724,"Radio - Rural Electrification Administration",409,1937,Silkscreen,"40 1/4 x 30" (102 x 76.2 cm)",Design,"Architecture & Design",1937-06-30,https://www.moma.org/collection/works/5724,https://www.moma.org/media/W1siZiIsIjUxNzI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=505c68eea17d4cac,"MoMA, Floor 5, 519"
5745,"Running Water - Rural Electrification Administration",409,1937,Silkscreen,"40 x 30" (101.6 x 76.2 cm)",Design,"Architecture & Design",1937-06-30,https://www.moma.org/collection/works/5745,https://www.moma.org/media/W1siZiIsIjIxMDc1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e7249b0a9758edf8,"MoMA, Floor 5, 519"
6706,"Contact With the World, Use the Telephone",3020,1934,Lithograph,"29 7/8 x 19 5/8" (75.9 x 49.8 cm)",Design,"Architecture & Design",1939-05-22,https://www.moma.org/collection/works/6706,https://www.moma.org/media/W1siZiIsIjUxNzAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=612588e3a9065533,"MoMA, Floor 5, 519"
7306,"Secession Plakat Ausstellung (Secession Poster Exhibition)",2507,1912,Lithograph,"24 3/4 x 18 1/2" (62.8 x 46.9 cm)",Design,"Architecture & Design",1983-05-17,https://www.moma.org/collection/works/7306,https://www.moma.org/media/W1siZiIsIjIxMTU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=47990799a887551c,"MoMA, Floor 5, 504"
10808,"Double page plate (between pages 96 and 97) from Vertogradari Nad Lozami (Gardeners over the Vines)",2229,1913,"Lithograph from an illustrated book with ten lithographs and two woodcuts","composition (irreg.): 6 5/8 × 8 9/16" (16.8 × 21.8 cm); page (each): 6 15/16 × 4 1/2" (17.7 × 11.4 cm)","Illustrated Book","Drawings & Prints",1977-02-10,https://www.moma.org/collection/works/10808,https://www.moma.org/media/W1siZiIsIjQ2MjI3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=81bad5a283785c3b,"MoMA, Floor 5, 507"
26720,"Sleeping Woman (Schlafende Frau) (title page) from Die träumenden Knaben (The Dreaming Boys)",3197,"1917 (executed 1907-08)","Photolithograph from an illustrated book with eight photolithographs and three line block reproductions","composition: 9 7/16 x 8 7/8" (24 x 22.5 cm); page: 9 7/16 x 11 9/16" (24 x 29.3 cm)","Illustrated Book","Drawings & Prints",1964-10-06,https://www.moma.org/collection/works/26720,https://www.moma.org/media/W1siZiIsIjEyOTUzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=48911516ef760993,"MoMA, Floor 5, 504"
26721,"Die träumenden Knaben (The Dreaming Boys)",3197,"1917 (prints executed 1907-08)","Illustrated book with eight photolithographs and three line block reproductions","overall: 9 9/16 x 11 11/16 x 3/8" (24.3 x 29.7 x 0.9 cm); page (each): 9 7/16 x 11 9/16" (24 x 29.3 cm); sheet (of composition): 3 7/8 x 2 7/8" (9.8 x 7.3 cm); composition: 3 9/16 x 2 9/16" (9 x 6.5 cm)","Illustrated Book","Drawings & Prints",1964-10-06,https://www.moma.org/collection/works/26721,https://www.moma.org/media/W1siZiIsIjEyOTUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e5640ff7ffedf3c7,"MoMA, Floor 5, 504"
26722,"The Sailboat (Das Segelschiff) (in-text plate, folio 4) from Die träumenden Knaben (The Dreaming Boys)",3197,"1917 (executed 1907-08)","Photolithograph from an illustrated book with eight photolithographs and three line block reproductions","composition: 9 7/16 x 9" (24 x 22.9 cm); page: 9 7/16 x 11 9/16" (24 x 29.3 cm)","Illustrated Book","Drawings & Prints",1964-10-06,https://www.moma.org/collection/works/26722,https://www.moma.org/media/W1siZiIsIjEyOTUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5149945fe5cb8b37,"MoMA, Floor 5, 504"
27170,"Plate (page 61) from Le Poème de l'angle droit (The Poem of the Right Angle)",3426,"1947–53, published 1955","Lithograph from an illustrated book with 121 lithographs, including covers (one with collage)","composition (irreg.): 16 1/4 × 12 1/2" (41.2 × 31.8 cm); page (each): 16 9/16 × 12 11/16" (42 × 32.3 cm)","Illustrated Book","Drawings & Prints",1964-10-06,https://www.moma.org/collection/works/27170,https://www.moma.org/media/W1siZiIsIjIzMTYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=529cca49aacafda6,"MoMA, Floor 4, 417"
28449,Jazz,3832,"1943–47, published 1947","Illustrated book with twenty pochoirs","page (each approx.): 16 5/8 × 12 13/16" (42.2 × 32.5 cm); overall (closed): 16 11/16 × 13 × 1 3/4" (42.4 × 33 × 4.4 cm)","Illustrated Book","Drawings & Prints",1964-10-06,https://www.moma.org/collection/works/28449,https://www.moma.org/media/W1siZiIsIjI5MTM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4ce98e49f13b6b46,"MoMA, Floor 4, 406"
32973,Bathers,1053,"c. 1885-1890","Watercolor and pencil on paper","5 x 8 1/8" (12.7 x 20.6 cm)",Drawing,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/32973,https://www.moma.org/media/W1siZiIsIjM0OTg3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=53145f1a4ef757df,"MoMA, Floor 2, 2 South"
33075,"Foliage (recto); Study of Trees (verso)",1053,1895,"Watercolor and pencil on paper (recto and verso)","17 5/8 x 22 3/8" (44.8 x 56.8 cm)
",Drawing,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/33075,https://www.moma.org/media/W1siZiIsIjE2OTI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=16f07bc818945b64,"MoMA, Floor 2, 2 South"
33169,"Head of the Medical Student (Study for Les Demoiselles d'Avignon)",4609,1907,"Gouache and watercolor on paper","23 3/4 x 18 1/2" (60.3 x 47 cm)",Drawing,"Drawings & Prints",1952-01-22,https://www.moma.org/collection/works/33169,https://www.moma.org/media/W1siZiIsIjQ5NjU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bd01972d8437cd5f,"MoMA, Floor 5, 502"
33200,"Camden Mountain across the Bay",3770,1922,"Watercolor on paper","17 1/4 x 20 1/2" (43.8 x 52.1 cm)",Drawing,"Drawings & Prints",1936-01-14,https://www.moma.org/collection/works/33200,https://www.moma.org/media/W1siZiIsIjI0NDk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5dde3f27677d5349,"MoMA, Floor 5, 509"
33280,"Rocks Near the Caves above Château Noir",1053,1895–1900,"Watercolor and pencil on paper","12 1/2 x 18 3/4" (31.7 x 47.5 cm)",Drawing,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/33280,https://www.moma.org/media/W1siZiIsIjM0NzkyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c7e3f5e465aba007,"MoMA, Floor 2, 2 South"
33489,"Rogues' Gallery",870,1916,"Watercolor and pencil on paper","13 7/8 x 19 7/8" (35.2 x 50.6 cm)",Drawing,"Drawings & Prints",1935-06-13,https://www.moma.org/collection/works/33489,https://www.moma.org/media/W1siZiIsIjE2NjI5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=79512364f9e0505e,"MoMA, Floor 5, 509"
33520,Untitled,7524,"c. 1944","Crayon and pencil on paper","11 1/2 × 9 5/8" (29.2 × 24.4 cm)",Drawing,"Drawings & Prints",1996-10-18,https://www.moma.org/collection/works/33520,https://www.moma.org/media/W1siZiIsIjIwNzY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=55f30ba079c60384,"MoMA, Floor 3, 3 East"
33633,"Standing Woman in Kimono (Dame im Kimono)",3147,1917-18,"Pencil on paper","19 3/4 x 12 3/4" (50.2 x 32.4 cm)",Drawing,"Drawings & Prints",1961-02-07,https://www.moma.org/collection/works/33633,https://www.moma.org/media/W1siZiIsIjEzNjE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1a2ac1d925d54539,"MoMA, Floor 5, 504"
33695,"Girl's Head",3408,1916–18,"Watercolor, pencil, and crayon on paper","6 1/4 x 7" (15.9 x 17.8 cm)",Drawing,"Drawings & Prints",1934-09-23,https://www.moma.org/collection/works/33695,https://www.moma.org/media/W1siZiIsIjIxMDE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9528a1b894564ef8,"MoMA, Floor 2, 2 South"
33706,"The Cock (Le Coq)",4609,1938,"Charcoal on paper","30 1/4 x 22 3/8" (76.9 x 56.9 cm)",Drawing,"Drawings & Prints",1991-04-08,https://www.moma.org/collection/works/33706,https://www.moma.org/media/W1siZiIsIjI3OTA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cdc853d3f4303ccc,"MoMA, Floor 5, 522"
